p_value,significant,observed_band_fraction,surrogate_mean_fraction,enrichment,threshold_rule_flag
0.965,False,0.19034584306809169,0.43338786113069894,0.48946074,False
0.115,False,0.5880694352842908,0.4533005169382886,1.5121785,False
0.67,False,0.42461758551378204,0.4796838746492897,1.0918738,False
0.555,False,0.4631700306981637,0.48354973969311815,1.1910087,False
0.245,False,0.5296690884632199,0.4314467814192916,1.3620062,False
0.31,False,0.3955918883371663,0.3479407842349258,1.0172362,False
0.14,False,0.5610886153885384,0.40863519038698143,1.4427993,False
0.895,False,0.32294460533718156,0.5009496634332739,0.83042896,False
0.695,False,0.43213024781564713,0.4978977546311137,1.1111921,False
0.795,False,0.30414206309325376,0.40242547852147753,0.7820796,False
0.655,False,0.28134098672345387,0.3404376227952216,0.7234483,False
0.84,False,0.35146689198363734,0.4916326702977257,0.903772,False
0.905,False,0.3373336709787617,0.514013086222685,0.86742944,False
0.495,False,0.4173976072546446,0.4197704307113258,1.0733081,False
0.235,False,0.4585858802982198,0.38077488519266645,1.1792208,False
0.095,False,0.6054829394641196,0.44786924898128155,1.5569562,False
0.505,False,0.4218210887669912,0.42244079636205184,1.0846828,False
0.22,False,0.37592294467011367,0.29917342451481316,0.966659,False
0.33,False,0.40892618659698443,0.3591571423493745,1.0515245,False
0.32,False,0.4217661384321225,0.3819208810952424,1.0845414,False
0.81,False,0.36512694862072065,0.4572505554994704,0.93889785,False
0.325,False,0.40400012005293773,0.358691940010529,1.0388575,False
0.39,False,0.450858036759213,0.40892024088243245,1.1593492,False
0.965,False,0.29086249052410124,0.513061011247683,0.74793214,False
0.645,False,0.4318280065719805,0.4798173723474485,1.1104149,False
0.985,False,0.2470117715086421,0.5069363390788608,0.63517314,False
0.32,False,0.46827419984832125,0.41931208794257707,1.2041336,False
0.14,False,0.5615133737724278,0.4102248178312338,1.4438915,False
0.07,False,0.5827867090816191,0.4050268781259396,1.4985944,False
0.085,False,0.6300945707518697,0.4391021208097583,1.6202432,False
0.1,False,0.6038680349642801,0.45021956646968647,1.5528035,False
0.975,False,0.254912231196938,0.5115187540526618,0.6554886,False
0.36,False,0.35083346586845277,0.31129583863881,0.9021432,False
0.66,False,0.43531462981895164,0.4883320515938528,1.1193805,False
0.94,False,0.2686067298308936,0.43423554941645276,0.69070303,False
1.0,False,0.10470501710769202,0.41908465088356167,0.26924148,False
0.11,False,0.6274378574822277,0.46977911595006944,1.6134117,False
0.125,False,0.6180573865464167,0.47055504894320677,1.5892904,False
0.785,False,0.4016028599050175,0.4994810008018724,1.032693,False
0.77,False,0.3370616773931602,0.428083284840843,0.86673003,False
0.23,False,0.4847267297071223,0.4163084922458447,1.2464402,False
0.065,False,0.6604854570087463,0.47472247067591716,1.6983912,False
0.085,False,0.6277385087298583,0.4685627494795222,1.6141847,False
0.89,False,0.2792986484038281,0.4464961966740371,0.7181965,False
0.98,False,0.23168059686752226,0.4936489046243628,0.5957501,False
0.025,True,0.6477874857123328,0.43142432962668453,1.6657393,False
0.11,False,0.6414189321152686,0.4857820608410505,1.6493629,False
0.28,False,0.4455064335271551,0.379064607829385,1.1455879,False
0.21,False,0.6266257005703745,0.5055652741337983,1.6113232,False
0.35,False,0.5053390282733305,0.4470769980974429,1.2994432,False
0.135,False,0.5761122005681983,0.4405069990619275,1.4814314,False
0.41,False,0.44334196306899537,0.42625434015034475,1.1400222,False
0.245,False,0.4543802496241747,0.3699509659776465,1.1684064,False
0.44,False,0.3923897417520576,0.37696584135957545,1.0090022,False
0.165,False,0.5362162026371918,0.411634596826038,1.3788416,False
0.54,False,0.42755904162937436,0.4394849252426504,1.0994376,False
0.525,False,0.31568968591571034,0.32840955164579166,0.8117735,False
0.07,False,0.6452937731581194,0.4620800222029005,1.6593268,False
0.98,False,0.2545872184092104,0.5066380219560966,0.65465283,False
0.83,False,0.38839120386385523,0.5093791146172533,0.9987202,False
0.325,False,0.3393149493331851,0.29939787431340836,0.87252414,False
0.01,True,0.7816194609663745,0.4709785699116624,2.0098786,True
0.165,False,0.5582221440847622,0.42925842799392655,1.4354284,False
0.08,False,0.5752476441043909,0.41472596477987445,1.4792082,False
0.04,True,0.6355994457264142,0.43483279517557777,1.6343986,False
0.01,True,0.7077947552611591,0.46049105331917517,1.8200437,False
0.91,False,0.26195200293288623,0.491706914828946,0.67359084,False
0.205,False,0.5704611731371415,0.46150496577496897,1.4669001,False
0.235,False,0.5161122259992129,0.4290979191579097,1.3271457,False
0.31,False,0.4785687501807891,0.41639964547710534,1.2306054,False
0.84,False,0.3750260504974994,0.4839702265850022,0.9643527,False
0.975,False,0.24357538701278228,0.507600888694868,0.6263367,False
0.7,False,0.4190021709540384,0.48637706067163644,1.0774342,False
0.87,False,0.33109267229314504,0.48726661032651036,0.8513812,False
0.995,False,0.19800252175429647,0.5093827183745437,0.5091493,False
0.095,False,0.5965471480925746,0.44818361444918736,1.5339783,False
0.995,False,0.15892887816225926,0.49141829451417013,0.40867427,False
0.115,False,0.6065315810478143,0.46136515735946193,1.5596527,False
0.025,True,0.6788427529038158,0.4647037896726926,1.7455957,False
0.545,False,0.49436635292287384,0.5022966694129385,1.2712277,False
0.805,False,0.40007293367566416,0.5096103001305977,1.028759,False
0.25,False,0.41083768903160306,0.3403429020883511,1.0564398,False
0.515,False,0.47747177142035035,0.48698491253269166,1.2277845,False
0.955,False,0.2558172220516208,0.4776750844324428,0.6578157,False
0.07,False,0.574121087095699,0.39774545419982227,1.4763113,False
0.88,False,0.2942341635976725,0.47814161908590486,0.7566021,False
0.19,False,0.5973206359726829,0.49061038637417825,1.5359674,False
1.0,False,0.1304329111107552,0.5140486277912785,0.3353989,False
0.915,False,0.3010997078092209,0.46254897716999205,0.7742564,False
0.05,False,0.6827102847721825,0.47614999008407743,1.7555407,False
0.27,False,0.4709097511546697,0.4026085209837758,1.2109108,False
0.195,False,0.5145765492915407,0.4011260155246026,1.3231969,False
0.08,False,0.6246160459286375,0.4589792991023517,1.6061555,False
0.34,False,0.47657141139596637,0.434825080290515,1.2254694,False
0.03,True,0.7159103314204993,0.5042254125926657,1.8409122,False
0.07,False,0.6126941551106032,0.45339820145852,1.5754993,False
0.1,False,0.6704180572467106,0.48873518071904165,1.7239321,False
0.105,False,0.6326342266177721,0.4481122956281254,1.6267737,False
0.06,False,0.6732013440557584,0.4792667370968915,1.7310891,False
0.09,False,0.6064671257078098,0.43936257607800017,1.5594869,False
0.02,True,0.721463314358593,0.4385208579067044,1.8551913,False
0.005,True,0.8031845746880966,0.5030932434906119,2.0653317,True
0.01,True,0.7438419797658361,0.4848169510554034,1.9127365,False
0.14,False,0.5563651611240455,0.43289991423353275,1.4306532,False
0.045,True,0.719145488970954,0.4873756670206428,1.8492312,False
0.145,False,0.5624995228077736,0.4311784116814243,1.4464273,False
0.145,False,0.5324061056094083,0.41081577467601815,1.3690443,False
0.035,True,0.7526457143240852,0.4906645462767966,1.9353747,False
0.1,False,0.6215611164257198,0.44879962216527314,1.5983,False
0.1,False,0.6387997999286843,0.46576602984669685,1.6426281,False
0.03,True,0.6879712534141754,0.453309316478666,1.769069,False
0.055,False,0.6384473292080388,0.44220370002908355,1.6417217,False
0.03,True,0.6762231387655935,0.463599564702569,1.7388595,False
0.03,True,0.7088031090322113,0.48786223518245797,1.8226366,False
0.02,True,0.6956984369292551,0.460286841800383,1.7889389,False
0.09,False,0.613930960518663,0.43337477849312533,1.5786796,False
0.03,True,0.7108912299017238,0.4653173196744026,1.828006,False
0.235,False,0.47349327862484497,0.39118019215831573,1.2175541,False
0.01,True,0.7515040351504342,0.4878087224608483,1.932439,False
0.22,False,0.5154755243494662,0.4185867972555595,1.3255085,False
0.17,False,0.5586733816059771,0.4368235375385464,1.4365886,False
0.135,False,0.5693564481097301,0.43195741118101816,1.4640595,False
0.005,True,0.9189695768144,0.499101007368921,2.3630645,True
0.065,False,0.6918545856422648,0.4745154609778352,1.7790546,False
0.2,False,0.5189120231524499,0.4217799129094635,1.3343452,False
0.065,False,0.6620013990366008,0.4866578530979546,1.7022893,False
0.275,False,0.5101506302881644,0.42455134156645646,1.3118159,False
0.205,False,0.5640006654898423,0.45689503891426736,1.4502875,False
0.14,False,0.58523828235139,0.4506911972516616,1.5048984,False
0.135,False,0.5682195776019532,0.4404425313642549,1.4611361,False
0.015,True,0.7080672203737096,0.45032442051946875,1.8207443,False
0.075,False,0.6158356386326594,0.42001379992978344,1.5835774,False
0.03,True,0.6665819724027627,0.4642926532036102,1.7140679,False
0.14,False,0.5771199540021693,0.45520979900943515,1.4840227,False
0.145,False,0.4911733276594431,0.3581577781553431,1.2630172,False
0.11,False,0.5873104455573663,0.46058005752560055,1.5102268,False
0.16,False,0.581159622816486,0.44999808478713016,1.4944105,False
0.035,True,0.7098185405214207,0.47668959538683114,1.8252476,False
0.05,False,0.6921709000333768,0.45386161023645105,1.779868,False
0.125,False,0.6267639262494007,0.4778305881537521,1.6116787,False
0.21,False,0.4961039893529511,0.3886967269717128,1.2756959,False
0.075,False,0.674592895223794,0.48643318842038435,1.7346674,False
0.38,False,0.4467828379618872,0.4070240503503703,1.1488701,False
0.09,False,0.5735128192267245,0.4158282962573032,1.4747473,False
0.1,False,0.6332038836868753,0.46549475799593665,1.6282386,False
0.115,False,0.6395627880183798,0.4782988471289938,1.64459,False
0.04,True,0.6505174346882626,0.46310436210017103,1.6727592,False
0.33,False,0.5131724843371039,0.4607822518715656,1.3195864,False
0.25,False,0.4584972494146147,0.38463961819357634,1.1789929,False
0.27,False,0.5169497122698024,0.4402319618533969,1.3292992,False
0.095,False,0.6276121930411387,0.4590461267832535,1.6138599,False
0.39,False,0.4764793958208937,0.4392915888427684,1.2252327,False
0.125,False,0.6216290892060099,0.47135294901184766,1.5984749,False
0.29,False,0.49481744741431893,0.42674871308934703,1.2723877,False
0.18,False,0.46554042997446554,0.3582782436990616,1.197104,False
0.14,False,0.5544321542381443,0.43841095564670196,1.4256827,False
0.045,True,0.63652173391692,0.44058766810991484,1.6367701,False
0.265,False,0.4641197672884674,0.38910604780850133,1.1934508,False
0.16,False,0.5895401703973024,0.4756665438017215,1.5159605,False
0.08,False,0.6804797148914578,0.5000722813256531,1.749805,False
0.265,False,0.4985812664330107,0.4145691244410615,1.2820661,False
0.455,False,0.49013912857679215,0.46774975967252386,1.2603577,False
